applicant_id,name,email,phone,ip_address,university,department_applied,gpa,age,graduation_year,cover_letter_length,submission_time,ground_truth_fraud,fraud_type,is_duplicate_email,is_duplicate_phone,name_similarity_max,submissions_same_ip,min_gap_seconds_same_ip,gpa_invalid,age_invalid,grad_year_invalid,short_cover_letter,rule_based_flag,iso_pred,iso_anomaly,iso_score,cluster,kmeans_distance,kmeans_anomaly,votes,alert,alert_reason,pca1,pca2,alert_reason_short
APP00080,Junaid Farooq,junaid.farooq935@hotmail.com,393401116,60.236.130.118,COMSATS,Graphic Design,3.14,23,2026,305,2026-08-02 05:24:50.720576,0,none,0,0,78.26086956521739,1,9999.0,0,0,0,0,0,1,0,-0.10962786102331912,0,2.20613781019179,0,0,0,combination of weak signals,0.6191593214958938,-1.3230798506459087,combination of weak signals
APP00848,Uzma Gill,uzma.gill864@hotmail.com,343668469,83.104.47.24,Virtual University of Pakistan,Finance,3.07,21,2024,96,2026-08-02 07:14:29.845949,0,none,0,0,77.77777777777779,1,9999.0,0,0,0,0,0,1,0,-0.15553463618119862,0,1.890655823058482,0,0,0,combination of weak signals,0.08992478140333772,-0.3749445238149634,combination of weak signals
APP00558,Sadia Farooq,sadia.farooq298@hotmail.com,364167286,220.35.243.241,UET Lahore,Software Engineering,2.31,23,2026,223,2026-08-02 07:14:48.972567,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.22469711090102845,0,1.1348619895729826,0,0,0,combination of weak signals,0.22610534978976785,-0.7902898036418181,combination of weak signals
APP00370,Maha Rehman,maha.rehman629@hotmail.com,385806156,183.29.89.164,Punjab University,Finance,3.39,21,2024,156,2026-08-02 07:28:30.633866,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23135354780946082,0,1.066957633036347,0,0,0,combination of weak signals,0.05513699788891752,-0.48520653774695427,combination of weak signals
APP00372,Hamza Siddiqui,hamza.siddiqui799@outlook.com,366924499,172.202.207.151,FAST-NUCES,HR,2.49,24,2026,333,2026-08-02 10:26:47.584463,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.09969653602521189,0,2.372498935952786,0,0,0,combination of weak signals,0.5067996588807161,-1.2911727774990573,combination of weak signals
APP00494,Ahmed Aslam,ahmed.aslam538@gmail.com,318481668,90.112.145.65,FAST-NUCES,Data Science,3.55,23,2026,204,2026-08-02 10:53:01.279110,0,none,0,0,76.19047619047619,1,9999.0,0,0,0,0,0,1,0,-0.17345184475525655,0,1.5881017892304614,0,0,0,combination of weak signals,0.3789365411939592,-0.8783595974325356,combination of weak signals
APP00037,Ibrahim Sheikh,ibrahim.sheikh291@gmail.com,386623525,24.120.158.58,FAST-NUCES,Software Engineering,3.31,22,2025,200,2026-08-02 13:48:25.971703,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.20555630773769662,0,1.1773630345385875,0,0,0,combination of weak signals,0.3365191147874679,-0.8322119200991575,combination of weak signals
APP00863,Mahnoor Malik,mahnoor.malik464@gmail.com,326484048,152.196.121.148,Virtual University of Pakistan,Marketing,3.05,20,2026,303,2026-08-02 14:13:46.137949,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.14563067368901705,0,1.984959367099132,0,0,0,combination of weak signals,0.43024666549227564,-1.1545683300834466,combination of weak signals
APP00680,Noor Mughal,noor.mughal348@yahoo.com,385126595,46.100.11.46,COMSATS,Data Science,3.88,20,2026,268,2026-08-02 16:09:27.340579,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.1947549557902412,0,1.5647548173563819,0,0,0,combination of weak signals,0.3409348398724285,-0.9951964747652342,combination of weak signals
APP00430,Omar Anwar,omar.anwar55@outlook.com,371139824,18.198.138.170,UET Lahore,Data Science,3.31,21,2025,216,2026-08-02 16:44:54.009776,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.2016497694613587,0,1.2435478104174567,0,0,0,combination of weak signals,0.3773473779279694,-0.9050676253874832,combination of weak signals
APP00914,Shayan Nawaz,shayan.nawaz409@outlook.com,391950399,140.56.241.240,COMSATS,Graphic Design,3.1,19,2025,312,2026-08-02 21:06:32.059585,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.12760803913355612,0,2.099265393929264,0,0,0,combination of weak signals,0.4532125635088078,-1.1955496643081298,combination of weak signals
APP00850,Talha Baig,talha.baig744@yahoo.com,365370124,169.26.140.22,LUMS,Graphic Design,3.3,23,2025,174,2026-08-02 22:46:45.329532,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23139033225548572,0,0.9965160016373993,0,0,0,combination of weak signals,0.10106879392198177,-0.5671692061963207,combination of weak signals
APP00087,Ahmed Qureshi,ahmed.qureshi466@gmail.com,355398338,150.195.190.28,FAST-NUCES,Finance,2.81,21,2025,268,2026-08-02 23:24:21.274024,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.17112243585237058,0,1.6765803654259785,0,0,0,combination of weak signals,0.5100392331345995,-1.1418486675745418,combination of weak signals
APP00077,Faizan Niazi,faizan.niazi666@hotmail.com,316512415,219.194.162.161,Punjab University,HR,3.32,21,2026,245,2026-08-02 23:43:44.105827,0,none,0,0,86.95652173913044,1,9999.0,0,0,0,0,0,1,0,-0.1868307268463053,0,0.9736383334519085,0,0,0,combination of weak signals,0.3925296854745908,-0.9861091328541187,combination of weak signals
APP00214,Hamza Hussain,hamza.hussain982@hotmail.com,374889890,205.207.94.48,Karachi University,Finance,2.77,22,2026,217,2026-08-03 00:07:30.552287,0,none,0,0,81.4814814814815,1,9999.0,0,0,0,0,0,1,0,-0.20089937534871893,0,1.104322002836628,0,0,0,combination of weak signals,0.3673728930214972,-0.8987579815747214,combination of weak signals
APP00504,Ali Mughal,ali.mughal501@yahoo.com,362056840,203.157.255.137,Punjab University,Data Science,2.99,19,2025,105,2026-08-03 00:47:27.084005,0,none,0,0,81.81818181818181,1,9999.0,0,0,0,0,0,1,0,-0.18464416505697773,0,1.4973441448248574,0,0,0,combination of weak signals,0.0787281757305425,-0.38629915242160473,combination of weak signals
DUP0201,Junaid Niazi,junaid.niazi1@gmail.com,393151617,207.53.19.95,Bahria University,Software Engineering,3.3,24,2026,227,2026-08-03 03:41:52.997397,1,duplicate_identity,0,1,100.0,4,253.0,0,0,0,0,1,1,0,-0.011549420958472001,3,2.859119355187453,1,2,1,duplicate phone; rapid submissions from same IP,-1.8709662456175342,1.4418505636360432,duplicate phone
DUP0202,Junaid Niazi,junaid.niazi2@outlook.com,393151617,207.53.19.95,Bahria University,Software Engineering,3.3,24,2026,234,2026-08-03 03:46:05.427793,1,duplicate_identity,0,1,100.0,4,253.0,0,0,0,0,1,1,0,-0.008253657492724775,3,2.8798456708597167,1,2,1,duplicate phone; rapid submissions from same IP,-1.853103880493565,1.4099761925724008,duplicate phone
DUP0203,Junaid Niazi,junaid.niazi3@gmail.com,393151617,207.53.19.95,Bahria University,Software Engineering,3.3,24,2026,236,2026-08-03 03:56:56.084914,1,duplicate_identity,0,1,100.0,4,25.0,0,0,0,0,1,-1,1,0.004731262968641681,3,2.9453319740538824,1,3,1,duplicate phone; rapid submissions from same IP,-1.914633181277814,1.4781243897686451,duplicate phone
DUP0200,Junaid Niazi,junaid.niazi67@yahoo.com,393151617,207.53.19.95,Bahria University,Software Engineering,3.3,24,2026,228,2026-08-03 03:57:21.943756,1,duplicate_identity,1,1,100.0,4,25.0,0,0,0,0,1,-1,1,0.05985920587995153,3,2.599744173788708,1,3,1,duplicate email; duplicate phone; rapid submissions from same IP,-2.484189567432632,1.869028750375688,duplicate email
APP00551,Usman Siddiqui,usman.siddiqui708@hotmail.com,312304181,5.247.220.11,FAST-NUCES,Data Science,2.72,22,2024,201,2026-08-03 04:39:11.436255,0,none,0,0,88.88888888888889,1,9999.0,0,0,0,0,0,1,0,-0.1925168817435286,0,0.3207770823734742,0,0,0,combination of weak signals,0.26391337311722884,-0.7715866493199857,combination of weak signals
APP00902,Waleed Aslam,waleed.aslam152@hotmail.com,305755035,118.61.199.3,Bahria University,Marketing,2.56,21,2025,186,2026-08-03 05:54:58.098740,0,none,0,0,78.26086956521739,1,9999.0,0,0,0,0,0,1,0,-0.19604176782002342,0,1.3409119552310491,0,0,0,combination of weak signals,0.31549911438841344,-0.7812155425639862,combination of weak signals
APP00661,Komal Qureshi,komal.qureshi197@outlook.com,316086491,207.113.119.251,Punjab University,Marketing,2.66,20,2026,95,2026-08-03 06:38:22.043810,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.20286632816191413,0,1.626231712894392,0,0,0,combination of weak signals,-0.10052075533424469,-0.20744416133521254,combination of weak signals
APP00608,Saad Gill,saad.gill93@hotmail.com,367177975,158.95.222.162,Karachi University,Data Science,3.09,21,2025,157,2026-08-03 08:27:27.232748,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23189373478627956,0,1.0614836407493913,0,0,0,combination of weak signals,0.057688764335198865,-0.4897600193274746,combination of weak signals
APP00532,Hamza Niazi,hamza.niazi729@yahoo.com,385785643,47.89.78.42,FAST-NUCES,Data Science,3.39,23,2025,181,2026-08-03 08:52:34.805052,0,none,0,0,85.71428571428572,1,9999.0,0,0,0,0,0,1,0,-0.20678974601051492,0,0.5468419651816717,0,0,0,combination of weak signals,0.23972001137607332,-0.7037951435523256,combination of weak signals
APP00569,Talha Gill,talha.gill933@gmail.com,316115582,30.172.86.6,IBA Karachi,Marketing,3.37,19,2025,207,2026-08-03 09:34:35.689563,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.2044969926531705,0,1.2012625183552457,0,0,0,combination of weak signals,0.3543814799114373,-0.8640862911627999,combination of weak signals
APP00032,Rayyan Soomro,rayyan.soomro696@hotmail.com,386555772,8.59.133.46,Bahria University,Marketing,3.14,20,2026,184,2026-08-03 09:40:11.174561,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23428672764459813,0,0.9854885049890646,0,0,0,combination of weak signals,0.12658645838479526,-0.6127040220015242,combination of weak signals
APP00838,Junaid Aslam,junaid.aslam534@outlook.com,308559125,214.64.230.164,Bahria University,Data Science,3.27,22,2026,170,2026-08-03 09:50:41.117866,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23205023438389777,0,1.0067601231092458,0,0,0,combination of weak signals,0.09086172813685639,-0.5489552798742392,combination of weak signals
APP00709,Junaid Bhatti,junaid.bhatti453@yahoo.com,309772377,165.52.199.177,COMSATS,Finance,3.86,25,2023,170,2026-08-03 16:40:25.668993,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23205023438389777,0,1.0067601231092458,0,0,0,combination of weak signals,0.09086172813685639,-0.5489552798742392,combination of weak signals
APP00541,Saad Aslam,saad.aslam570@yahoo.com,373297254,52.95.195.75,IBA Karachi,Finance,3.73,19,2026,104,2026-08-03 17:10:44.485926,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.20719718405386256,0,1.5244534929276021,0,0,0,combination of weak signals,-0.07755485731771257,-0.24842549555989574,combination of weak signals
APP00127,Fatima Khan,fatima.khan221@outlook.com,329854536,109.56.147.61,COMSATS,Data Science,3.12,20,2025,176,2026-08-03 17:26:49.055859,0,none,0,0,83.33333333333334,1,9999.0,0,0,0,0,0,1,0,-0.21147438152247672,0,0.8076325236532615,0,0,0,combination of weak signals,0.2470926545330203,-0.6984863300317843,combination of weak signals
APP00095,Hassan Abbasi,hassan.abbasi797@hotmail.com,359610704,152.55.231.129,FAST-NUCES,HR,2.76,20,2026,148,2026-08-03 17:47:57.904061,0,none,0,0,76.92307692307692,1,9999.0,0,0,0,0,0,1,0,-0.17688312635188902,0,1.5737512080464444,0,0,0,combination of weak signals,0.22984332008271027,-0.6179927537289155,combination of weak signals
INC023,Fatima Saleem,fatima.saleem146@yahoo.com,331280502,51.181.77.145,IBA Karachi,HR,0.1,17,2030,190,2026-08-03 18:13:08.494868,1,inconsistent_data,0,0,80.0,1,9999.0,1,1,1,0,1,-1,1,0.11429209236640725,2,1.2148807668296864,1,3,1,GPA out of valid range; implausible age; implausible graduation year,8.68024422829775,5.901759746727051,GPA out of valid range
APP00100,Shahzaib Anwar,shahzaib.anwar570@yahoo.com,306530541,172.62.210.91,Karachi University,Graphic Design,2.46,20,2025,182,2026-08-03 19:35:18.881078,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23429201368213753,0,0.9859986925556632,0,0,0,combination of weak signals,0.12148292549223257,-0.6035970588404835,combination of weak signals
APP00713,Rayyan Hussain,rayyan.hussain399@gmail.com,338696982,57.33.142.167,Bahria University,Marketing,2.66,22,2024,149,2026-08-03 19:51:01.795980,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23071271111244873,0,1.1098356965101395,0,0,0,combination of weak signals,0.037274632764948086,-0.4533321666833118,combination of weak signals
APP00078,Uzma Dar,uzma.dar233@outlook.com,318280833,26.51.227.43,COMSATS,Data Science,3.43,23,2024,181,2026-08-03 20:48:58.516861,0,none,0,0,75.0,1,9999.0,0,0,0,0,0,1,0,-0.15919565270999259,0,1.6897813476293064,0,0,0,combination of weak signals,0.330311650623665,-0.7823588182715976,combination of weak signals
APP00274,Bilal Hussain,bilal.hussain998@yahoo.com,337866576,179.135.144.77,FAST-NUCES,Data Science,3.13,19,2025,200,2026-08-03 21:36:39.800850,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.20555630773769662,0,1.1773630345385875,0,0,0,combination of weak signals,0.3365191147874679,-0.8322119200991575,combination of weak signals
APP00775,Ibrahim Awan,ibrahim.awan223@hotmail.com,349649141,212.18.237.229,Bahria University,Finance,2.82,23,2024,244,2026-08-03 22:10:44.194637,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.21497033132338633,0,1.31281649928506,0,0,0,combination of weak signals,0.27969244516167613,-0.8859129168327456,combination of weak signals
APP00912,Uzma Rehman,uzma.rehman583@gmail.com,313133934,201.152.51.31,Punjab University,Software Engineering,3.41,21,2025,213,2026-08-03 23:09:53.502588,0,none,0,0,81.81818181818181,1,9999.0,0,0,0,0,0,1,0,-0.2037537598686452,0,1.0475250847814206,0,0,0,combination of weak signals,0.3543189519289281,-0.8780751631178032,combination of weak signals
INC024,Anum Farooq,anum.farooq103@yahoo.com,324795970,216.77.217.220,FAST-NUCES,Marketing,-1.0,17,2030,139,2026-08-04 02:23:35.541630,1,inconsistent_data,0,0,100.0,1,9999.0,1,1,1,0,1,-1,1,0.1004101345053956,2,1.0496094777500162,1,3,1,GPA out of valid range; implausible age; implausible graduation year,8.380999746275231,6.280639500142897,GPA out of valid range
APP00670,Areeba Siddiqui,areeba.siddiqui64@yahoo.com,371919204,78.221.33.27,Virtual University of Pakistan,HR,3.37,21,2026,223,2026-08-04 04:16:42.258732,0,none,0,0,80.0,1,9999.0,0,0,0,0,0,1,0,-0.19858531935743695,0,1.2846695367562244,0,0,0,combination of weak signals,0.39520974305193884,-0.9369419964511256,combination of weak signals
APP00536,Junaid Bhatti,junaid.bhatti316@gmail.com,307738231,159.112.228.92,NUST,Marketing,3.01,24,2026,130,2026-08-04 04:24:52.935067,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.22438320477393492,0,1.260550250546861,0,0,0,combination of weak signals,-0.011208929714397523,-0.366816016653425,combination of weak signals
APP00391,Noor Mughal,noor.mughal216@gmail.com,327661319,27.48.32.240,Punjab University,HR,3.39,21,2025,210,2026-08-04 04:55:28.362555,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23078937083641377,0,1.0541542713404652,0,0,0,combination of weak signals,0.1929323859881103,-0.7310945430950535,combination of weak signals
APP00380,Rida Abbasi,rida.abbasi503@outlook.com,329575399,72.203.113.193,Bahria University,Software Engineering,3.59,23,2026,122,2026-08-04 05:40:11.293827,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.2193037200737149,0,1.3359800464096392,0,0,0,combination of weak signals,-0.03162306128464831,-0.33038816400926213,combination of weak signals
APP00339,Ibrahim Khalid,ibrahim.khalid663@hotmail.com,313579573,7.235.169.10,NUST,Data Science,2.88,22,2026,191,2026-08-04 05:43:42.684890,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.2337193038906379,0,0.990413437613168,0,0,0,combination of weak signals,0.1444488235087647,-0.6445783930651667,combination of weak signals
APP00907,Bilal Abbasi,bilal.abbasi332@hotmail.com,334969777,27.89.196.194,Karachi University,Data Science,2.48,20,2025,141,2026-08-04 06:23:15.182252,0,none,0,0,78.26086956521739,1,9999.0,0,0,0,0,0,1,0,-0.19005179841861075,0,1.4798064885487814,0,0,0,combination of weak signals,0.20066962430575278,-0.5763088714405702,combination of weak signals
APP00453,Hassan Iqbal,hassan.iqbal138@hotmail.com,315603979,85.211.107.179,FAST-NUCES,HR,3.74,23,2026,126,2026-08-04 06:50:18.575950,0,none,0,0,78.26086956521739,1,9999.0,0,0,0,0,0,1,0,-0.18212313537414887,0,1.5842126415727145,0,0,0,combination of weak signals,0.16239312761153257,-0.5080066477327648,combination of weak signals
APP00877,Ayesha Awan,ayesha.awan982@yahoo.com,314683937,30.27.18.148,COMSATS,Software Engineering,3.3,20,2024,127,2026-08-04 08:31:46.648776,0,none,0,0,81.81818181818181,1,9999.0,0,0,0,0,0,1,0,-0.19576466694710393,0,1.2692066173765246,0,0,0,combination of weak signals,0.13486703754873217,-0.4864757471930526,combination of weak signals
APP00113,Uzma Iqbal,uzma.iqbal606@outlook.com,306904610,130.37.158.119,Punjab University,Data Science,2.71,23,2026,132,2026-08-04 09:05:06.027878,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.22624855196034888,0,1.2426704503948742,0,0,0,combination of weak signals,-0.006105396821834821,-0.3759229798144657,combination of weak signals
INC021,Faizan Riaz,faizan.riaz791@hotmail.com,388655712,170.49.175.196,IBA Karachi,Marketing,-1.0,55,2018,196,2026-08-04 09:16:59.173671,1,inconsistent_data,0,0,100.0,1,9999.0,1,1,1,0,1,-1,1,0.10873207637296556,2,1.135216579371242,1,3,1,GPA out of valid range; implausible age; implausible graduation year,8.526450433713268,6.021091050053237,GPA out of valid range
APP00501,Hassan Bhatti,hassan.bhatti4@yahoo.com,369087731,32.183.170.175,COMSATS,Finance,2.34,22,2025,130,2026-08-04 09:34:06.485467,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.22438320477393492,0,1.260550250546861,0,0,0,combination of weak signals,-0.011208929714397523,-0.366816016653425,combination of weak signals
APP00473,Talha Bhatti,talha.bhatti411@hotmail.com,397936404,62.124.81.250,Punjab University,Finance,2.93,21,2026,157,2026-08-04 10:15:36.228473,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23189373478627956,0,1.0614836407493913,0,0,0,combination of weak signals,0.057688764335198865,-0.4897600193274746,combination of weak signals
APP00745,Ibrahim Gill,ibrahim.gill763@yahoo.com,317169603,33.160.194.148,Virtual University of Pakistan,Marketing,3.21,24,2025,197,2026-08-04 10:20:03.026799,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23148095930656348,0,1.0028292545666444,0,0,0,combination of weak signals,0.15975942218645278,-0.6718992825482889,combination of weak signals
APP00743,Zainab Dar,zainab.dar945@yahoo.com,389253698,24.170.114.239,Bahria University,HR,2.55,25,2025,186,2026-08-04 10:38:43.986182,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23381412711361627,0,0.9858318852051394,0,0,0,combination of weak signals,0.13168999127735798,-0.6218109851625649,combination of weak signals
APP00164,Yasir Nawaz,yasir.nawaz417@yahoo.com,379010256,167.102.147.83,COMSATS,Graphic Design,3.11,21,2025,171,2026-08-04 10:39:27.874981,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.23240700167982387,0,1.0038946492227248,0,0,0,combination of weak signals,0.09341349458313773,-0.5535087614547596,combination of weak signals
APP00277,Shahzaib Sheikh,shahzaib.sheikh46@hotmail.com,348377620,120.134.115.215,COMSATS,HR,2.85,25,2026,193,2026-08-04 13:06:06.520401,0,none,0,0,78.57142857142857,1,9999.0,0,0,0,0,0,1,0,-0.19298628928400946,0,1.313692300982879,0,0,0,combination of weak signals,0.3307356348965107,-0.8108127056647513,combination of weak signals
APP00586,Arslan Abbasi,arslan.abbasi949@hotmail.com,358086125,210.51.82.179,COMSATS,HR,2.24,24,2026,128,2026-08-04 13:34:07.680342,0,none,0,0,100.0,1,9999.0,0,0,0,0,0,1,0,-0.2217581964494359,0,1.278838051005811,0,0,0,combination of weak signals,-0.016312462606960225,-0.3577090534923843,combination of weak signals
